block_id,titre,chapitre,section_or_article_header,text_content
## Bloc 38,,CHAPITRE 3,Art. 33.2,"La créance de salaire est privilégiée sur les meubles et immeubles du
débiteur pour les douze derniers mois de travail.

S'il s'agit d'allocations de congés payés, le privilège ci-dessus porte sur
l'année suivant la date ou le droit à ces congés a été acquis."
## Bloc 38,,CHAPITRE 3,Art. 33.3,"Les créances de salaires, primes, commissions, prestations diverses,
indemnités de toute nature notamment celles pour inobservation du préavis
ainsi que l'indemnité de licenciement ou les dommages et intérêts pour
rupture abusive du contrat de travail, priment toutes créances privilégiées, y
compris celle du Trésor public."
## Bloc 38,,CHAPITRE 3,Art. 33.4,"La créance de salaire des salariés et apprentis pour l'année échue et pour
l'année en cours est privilégiée sur les meubles du débiteur dans les
conditions prévues par l'Acte uniforme de l'OHADA portant organisation
des procédures simplifiées de recouvrement et des voies d'exécution.

En cas de redressement judiciaire ou de liquidation des biens, les
rémunérations de toute nature dues aux salariés et apprentis pour les soixante
derniers jours de travail ou d'apprentissage doivent, déduction faite des
acomptes déjà perçus, être payées dans les dix jours suivant le jugement
déclaratif, nonobstant l'existence de toute autre créance privilégiée, jusqu'à
concurrence d'un plafond mensuel identique pour toutes les catégories de
bénéficiaires."
## Bloc 38,,CHAPITRE 3,Art. 33.5,"L'action en paiement du salaire et de ses accessoires se prescrit par deux ans
pour tous les travailleurs.

La prescription commence à courir à la date à laquelle les salaires sont
dus. Le dernier jour du délai est celui qui porte le même quantième que le
jour du point de départ de la prescription."
## Bloc 38,,CHAPITRE 3,Art. 33.6,"La prescription a lieu quoiqu'il y ait eu continuation de travail.
Elle n'est interrompue que par :

- une reconnaissance écrite de l'employeur mentionnant le montant du salaire
dû ;

- une réclamation du travailleur lésé adressée à son employeur par lettre
recommandée avec accusé de réception ;

- une requête adressée à l'inspecteur du Travail et des Lois sociales avec
accusé de réception ;

- une requête déposée au tribunal du Travail et enregistrée au greffe.

Les possibilités prévues aux trois derniers alinéas sont également
ouvertes aux ayants droit du travailleur lésé."
## Bloc 38,,CHAPITRE 3,Art. 33.7,"À l'occasion de la rupture du contrat de travail, la prescription est opposable
au travailleur en cas de non-respect des dispositions de l'article précédent."
## Bloc 38,,CHAPITRE 3,Art. 33.8,"L'entreprise a la faculté d'ouvrir à ses travailleurs son capital


---"
## Bloc 39,,CHAPITRE 4,,RETENUES SUR SALAIRES
## Bloc 39,,CHAPITRE 4,Art. 34.1,"En dehors des prélèvements obligatoires et des consignations qui peuvent
être prévues par les Conventions collectives, il ne peut être fait de retenues
sur appointements ou salaires, pour le remboursement d'avance d'argent
consentie par l'employeur au travailleur, que par cession volontaire de la
rémunération.

Les acomptes sur un salaire en cours ne sont pas considérés comme
avance.

La cession volontaire des traitements et salaires est souscrite par le
travailleur devant le président du tribunal du lieu de sa résidence ou, à défaut,
l'inspecteur du travail et des lois sociales.

Toutefois, lorsque le tribunal du Travail ou l'inspection du travail et des
lois sociales est situé à plus de vingt-cinq kilomètres du lieu de résidence du
travailleur, il peut y avoir consentement réciproque et écrit entre l'employeur
et le travailleur, devant le chef de l'unité administrative la plus proche, sur le
montant de la retenue à opérer sur le salaire.

L'acte de cession doit indiquer le montant et la cause de la dette pour le
paiement de laquelle la cession est consentie, ainsi que le montant de la
retenue devant être opérée par l'employeur à chaque paiement de la
rémunération."
## Bloc 39,,CHAPITRE 4,Art. 34.2,"La retenue sur les salaires ne peut, pour chaque paie, excéder la quotité
saisissable dont les taux sont fixés par décret.


Il doit être tenu compte, pour le calcul de la quotité saisissable, non
seulement du salaire proprement dit, mais de tous les accessoires du salaire,
à l'exception des indemnités déclarées insaisissables par la réglementation en
vigueur, des sommes allouées à titre de remboursement de frais exposés par
le travailleur, des allocations ou indemnités pour charges de famille et de la
rémunération des heures supplémentaires en raison de leur caractère non fixe.

Les sommes dues au titre du préavis, du licenciement, de la rupture du
contrat, des voyages, sont saisissables dans la même proportion que le
salaire et ses accessoires."
## Bloc 39,,CHAPITRE 4,Art. 34.3,"Les dispositions d'une Convention ou d'un contrat autorisant tous autres
prélèvements sont nulles de plein droit."
## Bloc 39,,CHAPITRE 4,Art. 34.4,"Les créanciers du travailleur ne peuvent saisir les rémunérations de ce
dernier, que conformément aux dispositions du titre V de l'Acte uniforme
portant organisation des voies d'exécution du traité de l'OHADA, relatives à
la saisie et à la cession des rémunérations.


---"
## Bloc 41,,CHAPITRE PREMIER,,SANTE ET SECURITE AU TRAVAIL
## Bloc 41,,CHAPITRE PREMIER,Art. 41.1,"On entend par santé et sécurité au travail, la discipline qui recouvre de
nombreux domaines spécialisés et qui vise à :

- promouvoir et à maintenir le plus haut degré possible de bien-être physique,
mental et social de tous les travailleurs dans tous les corps de métier ;

- prévenir les effets néfastes des mauvaises conditions de travail sur la santé
des travailleurs ;

- protéger les travailleurs contre les dangers qui menacent leur santé ;

- placer et à maintenir les travailleurs dans un environnement de travail
adapté à leurs conditions physiques et mentales ;

- adapter le travail à l'Homme."
## Bloc 41,,CHAPITRE PREMIER,Art. 41.2,"Pour protéger la vie et la santé des salariés, l'employeur est tenu de prendre
toutes les mesures utiles qui sont adaptées aux conditions d'exploitation de
l'entreprise.

Il doit notamment aménager les installations et régler la marche du
travail de manière à préserver le mieux possible les salariés des accidents et
maladies."
## Bloc 41,,CHAPITRE PREMIER,Art. 41.3,"Tout employeur est tenu d'organiser une formation en matière d'hygiène et
de sécurité au bénéfice des salariés nouvellement embauchés, de ceux qui
changent de poste de travail ou de technique.

Cette formation doit être actualisée au profit du personnel concerné en
cas de changement de la législation ou de la réglementation."
## Bloc 41,,CHAPITRE PREMIER,Art. 41.4,"Le salarié signale immédiatement à l'employeur ou à son représentant et au
comité de santé et sécurité au travail toute situation de travail dont il a un
motif raisonnable de penser qu'elle présente un danger grave et imminent
pour sa vie ou sa santé, ou pour celles d'autrui, ainsi que toute défectuosité
qu'il constate dans les systèmes de protection.

Tout salarié ou groupe de salariés en présence d'une situation de travail
dont il a un motif raisonnable de penser qu'elle présente un danger grave et
imminent pour sa vie ou sa santé, ou celles d'autrui, doit, après s'en être
retiré, en informer le comité de santé et sécurité au travail.

Aucune sanction, aucune retenue de salaire ne peut être prise à
l'encontre d'un travailleur ou d'un groupe de travailleurs qui se sont retirés
d'une situation de travail dont ils avaient un motif raisonnable, de penser
qu'elle présentait un danger grave et imminent pour la vie ou pour la santé de
chacun d'eux."
## Bloc 41,,CHAPITRE PREMIER,Art. 41.5,"Tout danger grave et imminent est mentionné sur un registre spécifique par
le Comité de santé et sécurité au travail prévu à l'article 42.1 ci-dessous et
l'employeur est tenu de procéder à une enquête avec ce Comité.

En cas de divergence sur la réalité de ce danger, la partie la plus
diligente saisit l'inspecteur du travail et des lois sociales qui convoque une


réunion extraordinaire du Comité qui se tient dans les vingt-quatre heures
avec la participation obligatoire du médecin inspecteur du Travail et du
contrôleur en prévention de l'Institution de Prévoyance sociale."
## Bloc 41,,CHAPITRE PREMIER,Art. 41.6,"Il est interdit à toute personne d'introduire ou de distribuer, de laisser
introduire ou de laisser distribuer, dans les établissements ou entreprises, des
boissons alcoolisées à l'usage des travailleurs.

L'approvisionnement en eau potable aux lieux et pendant les heures de
travail est assuré par l'employeur. Cette eau doit faire l'objet de contrôles
périodiques, par les services habilités de l'État.

Des textes réglementaires fixent en tant que de besoin les modalités
d'application des dispositions ci-dessus énoncées."
## Bloc 41,,CHAPITRE PREMIER,Art. 41.7,"L'employeur ou son représentant doit organiser le contrôle permanent du
respect des régies d'hygiène et de sécurité.

Les salariés, de leur côté, doivent respecter les consignes qui leur sont
données, utiliser correctement les dispositifs de salubrité et de sécurité et
s'abstenir de les enlever ou de les modifier sans autorisation de l'employeur."
## Bloc 41,,CHAPITRE PREMIER,Art. 41.8,"Des décrets déterminent les mesures générales de protection et de salubrité
applicables à tous les établissements et entreprises assujettis au présent Code
notamment en ce qui concerne l'éclairage, l'aération ou la ventilation, les
eaux potables, les fosses d'aisance, l'évacuation des poussières et vapeurs,
les précautions à prendre contre les incendies, les rayonnements, le bruit et
les vibrations ; et, au fur et à mesure des nécessités constatées, les


prescriptions particulières relatives à certaines professions, à certains travaux,
opérations ou modes de travail.

Ces décrets peuvent limiter, réglementer ou interdire la fabrication, la
vente, l'importation, la cession à quelque titre que ce soit ainsi que l'emploi
des machines, de substances et préparations dangereuses pour les travailleurs.


---"
## Bloc 42,,CHAPITRE 2,,COMITE DE SANTE ET SECURITE AU TRAVAIL
## Bloc 42,,CHAPITRE 2,Art. 42.1,"Un Comité de Santé et Sécurité au Travail est créé dans tout établissement
ou toute entreprise employant habituellement plus de cinquante salariés."
## Bloc 42,,CHAPITRE 2,Art. 42.2,"Le Comité de Santé et Sécurité au Travail est composé, notamment, du chef
d'entreprise ou de son représentant et des représentants du personnel dans les
conditions déterminées par décret."
## Bloc 42,,CHAPITRE 2,Art. 42.3,"Sans préjudice des attributions de tout délégué du personnel, le Comité de
Santé et Sécurité au Travail est chargé de l'étude des conditions de santé et
sécurité au travail dans lesquelles sont assurées la protection et la santé des
travailleurs. Il veille à l'application des prescriptions législatives et
réglementaires et contribue à l'éducation des travailleurs dans le domaine de
la santé et sécurité.

Les modalités d'application de l'alinéa précédent sont fixées par décret.


---"
